,Churn,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
344,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
345,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
346,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
347,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
348,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No
349,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
350,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
351,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
352,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
353,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No
354,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
355,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
356,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
357,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
358,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No
359,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No
360,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
361,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
362,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
363,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
364,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No
365,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
366,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
367,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
368,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
369,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
370,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
371,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
372,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes
373,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
374,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
375,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
376,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes
377,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
378,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
379,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
380,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
381,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
382,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
383,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No
384,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
385,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
386,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
387,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
388,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
389,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
390,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
391,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
392,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
393,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
394,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
395,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes
396,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
397,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
398,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
399,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
400,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
401,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
402,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
403,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
404,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
405,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
406,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes
407,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No
408,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
409,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
410,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
411,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
412,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
413,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
414,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
415,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
416,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
417,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
418,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
419,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
420,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
421,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No
422,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
423,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No
424,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
425,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
426,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
427,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No
428,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes
429,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes
430,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
431,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
432,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
433,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
434,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes
435,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No
436,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
437,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
438,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
439,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
440,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
441,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
442,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes
443,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
444,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
445,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No
446,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
447,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
448,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
449,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
450,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes
451,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes
452,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
453,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
454,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
455,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
456,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
457,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No
458,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
459,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
460,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
461,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
462,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No
463,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
464,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
465,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
466,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
467,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
468,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
469,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
470,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
471,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
472,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
473,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
474,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
475,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No
476,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
477,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes
478,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
479,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
480,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
481,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
482,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes
483,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
484,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
485,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
486,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
487,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
488,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
489,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
490,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes
491,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
492,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
493,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
494,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
495,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
496,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
497,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
498,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
499,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
500,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
501,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
502,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
503,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
504,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
505,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
506,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
507,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
508,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
509,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
510,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes
511,No,No,No,No,Yes,No,No,No,No,No,No,No,No
512,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
513,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
514,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No
515,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
516,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
517,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
518,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
519,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
520,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
521,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
522,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
523,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
524,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
525,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
526,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
527,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
528,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
529,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
530,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No
531,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
532,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
533,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
534,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
535,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
536,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
537,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
538,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
539,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
540,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
541,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
542,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes
543,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
544,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
545,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No
546,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
547,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
548,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
549,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
550,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
551,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
552,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
553,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
554,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
555,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
556,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes
557,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
558,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
559,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
560,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
561,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
562,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
563,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
564,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
565,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
566,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
567,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No
568,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
569,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
570,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
571,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
572,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
573,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes
574,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
575,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
576,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
577,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
578,No,No,No,No,No,No,No,No,No,No,No,No,No
579,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
580,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
581,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
582,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
583,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
584,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No
585,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
586,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
587,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
588,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes
589,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
590,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
591,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
592,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
593,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes
594,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
595,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
596,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
597,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
598,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
599,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
600,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
601,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
602,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
603,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
604,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes
605,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
606,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No
607,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
608,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
609,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
610,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
611,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
612,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
613,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes
614,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
615,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
616,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
617,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
618,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
619,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
620,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
621,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
622,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
623,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
624,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
625,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
626,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
627,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
628,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
629,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
630,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes
631,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
632,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
633,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No
634,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
635,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
636,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
637,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
638,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
639,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes
640,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
641,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No
642,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
643,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
644,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No
645,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
646,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
647,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
648,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
649,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
650,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
651,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
652,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
653,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
654,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
655,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No
656,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
657,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
658,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
659,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
660,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
661,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
662,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
663,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
664,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
665,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
666,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
667,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes
668,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
669,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
670,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes
671,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
672,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
673,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
674,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
675,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
676,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
677,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
678,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
679,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
680,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
681,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
682,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No
683,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
684,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
685,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
686,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No
687,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
688,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
689,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
690,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
691,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
692,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
